company_name,website,location,industry,employee_count,vertical,score,qualified,summary,has_hiring,has_funding,has_social,hiring_role_count,hiring_recency_days,funding_round,funding_amount,funding_recency_days,signal_count,signal_sources,signal_types,contact_name,contact_role,email,linkedin_url,latest_signal_date,latest_signal_source,latest_signal_url,latest_signal_snippet,all_signal_urls,created_at
Nua,https://nuawoman.com,Mumbai Metropolitan Region,,,recruitment,15,No,Hiring 1 role(s) (5d ago),Yes,No,No,1,5,,,,1,linkedin,hiring_post,,,,,2026-05-26,linkedin,https://in.linkedin.com/jobs/view/frontend-developer-at-nua-4416804819?position=35&pageNum=0&refId=Uqmis%2BtLShZ2yEZ8pbp3xw%3D%3D&trackingId=9bqHpmwmCvdBMSaMtgEnKg%3D%3D,Frontend Developer,https://in.linkedin.com/jobs/view/frontend-developer-at-nua-4416804819?position=35&pageNum=0&refId=Uqmis%2BtLShZ2yEZ8pbp3xw%3D%3D&trackingId=9bqHpmwmCvdBMSaMtgEnKg%3D%3D,2026-05-31T14:55:17.755082+00:00
Skyflow,https://www.skyflow.com,India,,,recruitment,15,No,Hiring 1 role(s) (1d ago),Yes,No,No,1,1,,,,1,linkedin,hiring_post,,,,,2026-05-29,linkedin,https://in.linkedin.com/jobs/view/software-engineer-at-skyflow-4411869852?position=60&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=9xFTBe1h9CmLjy9d1GPZCA%3D%3D,Software Engineer,https://in.linkedin.com/jobs/view/software-engineer-at-skyflow-4411869852?position=60&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=9xFTBe1h9CmLjy9d1GPZCA%3D%3D,2026-05-31T14:55:17.755162+00:00
Cricbuzz.com,http://www.cricbuzz.com,"Mumbai, Maharashtra, India",,,recruitment,15,No,Hiring 1 role(s) (10d ago),Yes,No,No,1,10,,,,1,linkedin,hiring_post,,,,,2026-05-21,linkedin,https://in.linkedin.com/jobs/view/data-analyst-at-cricbuzz-com-4413681682?position=24&pageNum=0&refId=vm7DWbddcMc%2Fn8l6D0iobQ%3D%3D&trackingId=rp%2FuqddVlcB0lQfqjsbb3A%3D%3D,Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-cricbuzz-com-4413681682?position=24&pageNum=0&refId=vm7DWbddcMc%2Fn8l6D0iobQ%3D%3D&trackingId=rp%2FuqddVlcB0lQfqjsbb3A%3D%3D,2026-05-31T14:55:17.755313+00:00
BrandStory Digital,http://www.brandstory.in,"Bengaluru, Karnataka, India",,,recruitment,15,No,Hiring 1 role(s) (9d ago),Yes,No,No,1,9,,,,1,linkedin,hiring_post,,,,,2026-05-22,linkedin,https://in.linkedin.com/jobs/view/junior-associate-web-developer-at-brandstory-digital-4418131319?position=55&pageNum=0&refId=uFnleRR7JxyvAg%2F7IUCd0w%3D%3D&trackingId=8jakHBbKNzlUZH2DPt4Tgw%3D%3D,Junior Associate - Web Developer,https://in.linkedin.com/jobs/view/junior-associate-web-developer-at-brandstory-digital-4418131319?position=55&pageNum=0&refId=uFnleRR7JxyvAg%2F7IUCd0w%3D%3D&trackingId=8jakHBbKNzlUZH2DPt4Tgw%3D%3D,2026-05-31T14:55:17.755386+00:00
Emergence,https://www.emsoft.com,India,,,recruitment,15,No,Hiring 1 role(s) (5d ago),Yes,No,No,1,5,,,,1,linkedin,hiring_post,,,,,2026-05-25,linkedin,https://in.linkedin.com/jobs/view/software-development-engineer-sde-i-at-emergence-4418998156?position=21&pageNum=0&refId=uFnleRR7JxyvAg%2F7IUCd0w%3D%3D&trackingId=5BNjRxvhr3efvi17vfYUBw%3D%3D,Software Development Engineer (SDE- I),https://in.linkedin.com/jobs/view/software-development-engineer-sde-i-at-emergence-4418998156?position=21&pageNum=0&refId=uFnleRR7JxyvAg%2F7IUCd0w%3D%3D&trackingId=5BNjRxvhr3efvi17vfYUBw%3D%3D,2026-05-31T14:55:17.755421+00:00
Weekday AI (YC W21),http://jobs.weekday.works,"Bengaluru, Karnataka, India",,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,linkedin,hiring_post,,,,,2026-05-25,linkedin,https://in.linkedin.com/jobs/view/sde-2-backend-developer-at-weekday-ai-yc-w21-4418938217?position=57&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=jNHwtHWzwGrZGo%2F93PiMOA%3D%3D,SDE 2- Backend Developer,https://in.linkedin.com/jobs/view/sde-2-backend-developer-at-weekday-ai-yc-w21-4418938217?position=57&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=jNHwtHWzwGrZGo%2F93PiMOA%3D%3D,2026-05-31T14:55:17.755546+00:00
"Simelabs - Digital, AI/ML, Automation, Robotics, Gen AI.",http://www.simelabs.com/,"Kochi, Kerala, India",,,recruitment,15,No,Hiring 1 role(s) (5d ago),Yes,No,No,1,5,,,,1,linkedin,hiring_post,,,,,2026-05-26,linkedin,https://in.linkedin.com/jobs/view/python-ai-ml-developer-at-simelabs-digital-ai-ml-automation-robotics-gen-ai-4416819209?position=5&pageNum=0&refId=fzIC5G07jioipotcNLxZNQ%3D%3D&trackingId=WryjcTuXPv25MQoxjAYMzg%3D%3D,Python AI/ML Developer,https://in.linkedin.com/jobs/view/python-ai-ml-developer-at-simelabs-digital-ai-ml-automation-robotics-gen-ai-4416819209?position=5&pageNum=0&refId=fzIC5G07jioipotcNLxZNQ%3D%3D&trackingId=WryjcTuXPv25MQoxjAYMzg%3D%3D,2026-05-31T14:55:17.755631+00:00
Onehouse,https://onehouse.ai,"Bengaluru, Karnataka, India",,,recruitment,15,No,Hiring 1 role(s) (9d ago),Yes,No,No,1,9,,,,1,linkedin,hiring_post,,,,,2026-05-21,linkedin,https://in.linkedin.com/jobs/view/frontend-engineer-india-at-onehouse-4368025094?position=49&pageNum=0&refId=78Ofwr6JTeBCoZHh0RAzrg%3D%3D&trackingId=hKxmlb6m%2Fwuol7%2BYJm8NMQ%3D%3D,Frontend Engineer (India),https://in.linkedin.com/jobs/view/frontend-engineer-india-at-onehouse-4368025094?position=49&pageNum=0&refId=78Ofwr6JTeBCoZHh0RAzrg%3D%3D&trackingId=hKxmlb6m%2Fwuol7%2BYJm8NMQ%3D%3D,2026-05-31T14:55:17.755687+00:00
Thyrocare,,Bengaluru(HSR Layout),,,recruitment,15,No,Hiring 1 role(s) (2d ago),Yes,No,No,1,2,,,,1,naukri,hiring_post,,,,,2026-05-29,naukri,https://www.naukri.com/job-listings-software-engineer-thyrocare-bengaluru-1-to-3-years-310326037312,Software Engineer,https://www.naukri.com/job-listings-software-engineer-thyrocare-bengaluru-1-to-3-years-310326037312,2026-05-31T14:55:17.755774+00:00
Capgemini,,Navi Mumbai,,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,naukri,hiring_post,,,,,2026-05-25,naukri,https://www.naukri.com/job-listings-software-engineer-capgemini-technology-services-india-limited-navi-mumbai-2-to-5-years-250526915997,Software Engineer,https://www.naukri.com/job-listings-software-engineer-capgemini-technology-services-india-limited-navi-mumbai-2-to-5-years-250526915997,2026-05-31T14:55:17.756634+00:00
Optum,,Noida,,,recruitment,15,No,Hiring 1 role(s) (2d ago),Yes,No,No,1,2,,,,1,naukri,hiring_post,,,,,2026-05-29,naukri,https://www.naukri.com/job-listings-software-engineer-optum-global-solutions-india-private-limited-noida-3-to-8-years-290526920777,Software Engineer,https://www.naukri.com/job-listings-software-engineer-optum-global-solutions-india-private-limited-noida-3-to-8-years-290526920777,2026-05-31T14:55:17.756688+00:00
Godigi Infotech,,New Delhi,,,recruitment,15,No,Hiring 1 role(s) (3d ago),Yes,No,No,1,3,,,,1,naukri,hiring_post,,,,,2026-05-28,naukri,https://www.naukri.com/job-listings-ai-software-engineer-godigi-infotech-new-delhi-0-to-1-years-280526501975,AI Software Engineer,https://www.naukri.com/job-listings-ai-software-engineer-godigi-infotech-new-delhi-0-to-1-years-280526501975,2026-05-31T14:55:17.756716+00:00
Gartner for HR,,Gurugram,,,recruitment,15,No,Hiring 1 role(s) (2d ago),Yes,No,No,1,2,,,,1,naukri,hiring_post,,,,,2026-05-29,naukri,https://www.naukri.com/job-listings-manager-software-engineer-dex-nexthink-intune-gartner-for-hr-gurugram-8-to-12-years-290526506060,"Manager Software Engineer - DEX, Nexthink, Intune",https://www.naukri.com/job-listings-manager-software-engineer-dex-nexthink-intune-gartner-for-hr-gurugram-8-to-12-years-290526506060,2026-05-31T14:55:17.756742+00:00
Anaplan,,Gurugram,,,recruitment,15,No,Hiring 1 role(s) (2d ago),Yes,No,No,1,2,,,,1,naukri,hiring_post,,,,,2026-05-29,naukri,https://www.naukri.com/job-listings-software-engineer-anaplan-inc-gurugram-4-to-8-years-290526505955,Software Engineer,https://www.naukri.com/job-listings-software-engineer-anaplan-inc-gurugram-4-to-8-years-290526505955,2026-05-31T14:55:17.756801+00:00
Talent Corner Hr Services,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (1d ago),Yes,No,No,1,1,,,,1,naukri,hiring_post,,,,,2026-05-29,naukri,https://www.naukri.com/job-listings-backend-developer-talent-corner-hr-services-bengaluru-10-to-15-years-290526025153,Backend Developer,https://www.naukri.com/job-listings-backend-developer-talent-corner-hr-services-bengaluru-10-to-15-years-290526025153,2026-05-31T14:55:17.756827+00:00
Twixor,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,naukri,hiring_post,,,,,2026-05-25,naukri,https://www.naukri.com/job-listings-backend-developer-twixor-bengaluru-5-to-8-years-250526929619,Backend Developer,https://www.naukri.com/job-listings-backend-developer-twixor-bengaluru-5-to-8-years-250526929619,2026-05-31T14:55:17.756853+00:00
Texau,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (3d ago),Yes,No,No,1,3,,,,1,naukri,hiring_post,,,,,2026-05-28,naukri,https://www.naukri.com/job-listings-backend-developer-texau-bengaluru-5-to-10-years-280526503522,Backend Developer,https://www.naukri.com/job-listings-backend-developer-texau-bengaluru-5-to-10-years-280526503522,2026-05-31T14:55:17.756879+00:00
Trade Brains,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,naukri,hiring_post,,,,,2026-05-25,naukri,https://www.naukri.com/job-listings-backend-developer-trade-brains-bengaluru-1-to-5-years-250526926534,Backend Developer,https://www.naukri.com/job-listings-backend-developer-trade-brains-bengaluru-1-to-5-years-250526926534,2026-05-31T14:55:17.756930+00:00
IDESLABS PRIVATE LIMITED,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (3d ago),Yes,No,No,1,3,,,,1,naukri,hiring_post,,,,,2026-05-28,naukri,https://www.naukri.com/job-listings-backend-developer-ideslabs-private-limited-bengaluru-3-to-7-years-280526926693,BackEnd Developer,https://www.naukri.com/job-listings-backend-developer-ideslabs-private-limited-bengaluru-3-to-7-years-280526926693,2026-05-31T14:55:17.756956+00:00
HUNTINGCUBE RECRUITMENT SOLUTIONS PRIVATE LIMITED,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,naukri,hiring_post,,,,,2026-05-25,naukri,https://www.naukri.com/job-listings-backend-developer-huntingcube-recruitment-solutions-private-limited-bengaluru-2-to-4-years-250526902819,Backend Developer,https://www.naukri.com/job-listings-backend-developer-huntingcube-recruitment-solutions-private-limited-bengaluru-2-to-4-years-250526902819,2026-05-31T14:55:17.756982+00:00
Persistent,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (9d ago),Yes,No,No,1,9,,,,1,naukri,hiring_post,,,,,2026-05-22,naukri,https://www.naukri.com/job-listings-backend-developer-persistent-bengaluru-5-to-10-years-220526018090,Backend Developer,https://www.naukri.com/job-listings-backend-developer-persistent-bengaluru-5-to-10-years-220526018090,2026-05-31T14:55:17.757036+00:00
Xllent Corporate Services Pvt. Ltd,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (10d ago),Yes,No,No,1,10,,,,1,naukri,hiring_post,,,,,2026-05-21,naukri,https://www.naukri.com/job-listings-backend-developer-xllent-corporate-services-pvt-ltd-bengaluru-6-to-8-years-210526923368,Backend Developer,https://www.naukri.com/job-listings-backend-developer-xllent-corporate-services-pvt-ltd-bengaluru-6-to-8-years-210526923368,2026-05-31T14:55:17.757064+00:00
Synaptein,,Bengaluru,,,recruitment,15,No,Hiring 1 role(s) (5d ago),Yes,No,No,1,5,,,,1,naukri,hiring_post,,,,,2026-05-26,naukri,https://www.naukri.com/job-listings-backend-developer-synaptein-bengaluru-3-to-6-years-260526035897,Backend Developer,https://www.naukri.com/job-listings-backend-developer-synaptein-bengaluru-3-to-6-years-260526035897,2026-05-31T14:55:17.757143+00:00
ABC Designs,,Mumbai,,,recruitment,15,No,Hiring 1 role(s) (3d ago),Yes,No,No,1,3,,,,1,naukri,hiring_post,,,,,2026-05-28,naukri,https://www.naukri.com/job-listings-backend-developer-abc-designs-mumbai-2-to-7-years-280526503555,Backend Developer,https://www.naukri.com/job-listings-backend-developer-abc-designs-mumbai-2-to-7-years-280526503555,2026-05-31T14:55:17.757988+00:00
Quantum Phinance,,Mumbai,,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,naukri,hiring_post,,,,,2026-05-25,naukri,https://www.naukri.com/job-listings-backend-developer-quantum-phinance-pvt-ltd-mumbai-1-to-2-years-250526926434,Backend Developer,https://www.naukri.com/job-listings-backend-developer-quantum-phinance-pvt-ltd-mumbai-1-to-2-years-250526926434,2026-05-31T14:55:17.758017+00:00
NeoSOFT,,Navi Mumbai,,,recruitment,15,No,Hiring 1 role(s) (3d ago),Yes,No,No,1,3,,,,1,naukri,hiring_post,,,,,2026-05-28,naukri,https://www.naukri.com/job-listings-backend-developer-neosoft-navi-mumbai-4-to-9-years-280526015445,Backend Developer,https://www.naukri.com/job-listings-backend-developer-neosoft-navi-mumbai-4-to-9-years-280526015445,2026-05-31T14:55:17.758044+00:00
Makemytrip,,Mumbai,,,recruitment,15,No,Hiring 1 role(s) (9d ago),Yes,No,No,1,9,,,,1,naukri,hiring_post,,,,,2026-05-22,naukri,https://www.naukri.com/job-listings-developer-backend-makemytrip-india-pvt-ltd-mumbai-0-to-5-years-220526503876,Developer - Backend,https://www.naukri.com/job-listings-developer-backend-makemytrip-india-pvt-ltd-mumbai-0-to-5-years-220526503876,2026-05-31T14:55:17.758095+00:00
Hdfc Bank,,"Mumbai, Bengaluru",,,recruitment,15,No,Hiring 1 role(s) (1d ago),Yes,No,No,1,1,,,,1,naukri,hiring_post,,,,,2026-05-29,naukri,https://www.naukri.com/job-listings-senior-backend-developer-hdfc-bank-mumbai-bengaluru-8-to-11-years-290526025077,Senior Backend Developer,https://www.naukri.com/job-listings-senior-backend-developer-hdfc-bank-mumbai-bengaluru-8-to-11-years-290526025077,2026-05-31T14:55:17.758894+00:00
Careernet,,Mumbai (All Areas)(Vikhroli),,,recruitment,15,No,Hiring 1 role(s) (6d ago),Yes,No,No,1,6,,,,1,naukri,hiring_post,,,,,2026-05-25,naukri,https://www.naukri.com/job-listings-sr-backend-developer-careernet-mumbai-all-areas-8-to-13-years-250526032505,Sr-Backend-Developer,https://www.naukri.com/job-listings-sr-backend-developer-careernet-mumbai-all-areas-8-to-13-years-250526032505,2026-05-31T14:55:17.758917+00:00
Photon,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,recruitment,10,No,Hiring 2 role(s) (565d ago),Yes,No,No,2,565,,,,2,naukri,hiring_post,,,,,2024-11-12,naukri,https://www.naukri.com/job-listings-backend-developer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-121124506331,Backend Developer,https://www.naukri.com/job-listings-backend-developer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-121124506331 | https://www.naukri.com/job-listings-backend-developer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-121124506331,2026-05-31T14:55:17.757200+00:00
Exzeo Software,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,recruitment,10,No,Hiring 2 role(s) (283d ago),Yes,No,No,2,283,,,,2,naukri,hiring_post,,,,,2025-08-21,naukri,https://www.naukri.com/job-listings-backend-developer-exzeo-software-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-210825500579,Backend Developer,https://www.naukri.com/job-listings-backend-developer-exzeo-software-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-210825500579 | https://www.naukri.com/job-listings-backend-developer-exzeo-software-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-210825500579,2026-05-31T14:55:17.757548+00:00
Idea Elan,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,recruitment,10,No,Hiring 3 role(s) (331d ago),Yes,No,No,3,331,,,,3,naukri,hiring_post,,,,,2025-07-04,naukri,https://www.naukri.com/job-listings-backend-developer-idea-elan-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-040725501046,Backend Developer,https://www.naukri.com/job-listings-backend-developer-idea-elan-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-040725501046 | https://www.naukri.com/job-listings-backend-developer-idea-elan-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-040725501046 | https://www.naukri.com/job-listings-backend-developer-idea-elan-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-110425503152,2026-05-31T14:55:17.757887+00:00
Logic Planet,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",,,recruitment,10,No,Hiring 2 role(s) (96d ago),Yes,No,No,2,96,,,,2,naukri,hiring_post,,,,,2026-02-24,naukri,https://www.naukri.com/job-listings-backend-developer-logicplanet-it-services-mumbai-nagpur-thane-nashik-pune-aurangabad-0-to-5-years-240226505162,Backend Developer,https://www.naukri.com/job-listings-backend-developer-logicplanet-it-services-mumbai-nagpur-thane-nashik-pune-aurangabad-0-to-5-years-240226505162 | https://www.naukri.com/job-listings-backend-developer-renewbuy-logicplanet-it-services-mumbai-nagpur-thane-nashik-pune-aurangabad-0-to-5-years-240226505045,2026-05-31T14:55:17.758151+00:00
Fourty60 - Website Designing & SEO,,Mumbai,,,recruitment,10,No,Hiring 3 role(s) (131d ago),Yes,No,No,3,131,,,,3,naukri,hiring_post,,,,,2026-01-19,naukri,https://www.naukri.com/job-listings-backend-developer-fourty60-website-designing-seo-mumbai-1-to-4-years-200126500574,Backend Developer,https://www.naukri.com/job-listings-backend-developer-fourty60-website-designing-seo-mumbai-1-to-4-years-200126500574 | https://www.naukri.com/job-listings-backend-developer-fourty60-website-designing-seo-mumbai-1-to-4-years-200126500209 | https://www.naukri.com/job-listings-backend-developer-fourty60-website-designing-seo-mumbai-1-to-4-years-151225501972,2026-05-31T14:55:17.758662+00:00
Gravitix Tech,www.gravitixtech.in,"Hyderabad, Telangana, India",,,recruitment,8,No,Hiring 1 role(s) (17d ago),Yes,No,No,1,17,,,,1,linkedin,hiring_post,,,,,2026-05-13,linkedin,https://in.linkedin.com/jobs/view/fresher-front-end-developer-at-gravitix-tech-4414436130?position=19&pageNum=0&refId=Uqmis%2BtLShZ2yEZ8pbp3xw%3D%3D&trackingId=UNz7UXAKWv%2Fd4fmxoCdbbg%3D%3D,Fresher - Front End Developer,https://in.linkedin.com/jobs/view/fresher-front-end-developer-at-gravitix-tech-4414436130?position=19&pageNum=0&refId=Uqmis%2BtLShZ2yEZ8pbp3xw%3D%3D&trackingId=UNz7UXAKWv%2Fd4fmxoCdbbg%3D%3D,2026-05-31T14:55:17.755206+00:00
Igloo,https://iglooinsure.com/,"Pune Division, Maharashtra, India",,,recruitment,8,No,Hiring 1 role(s) (12d ago),Yes,No,No,1,12,,,,1,linkedin,hiring_post,,,,,2026-05-19,linkedin,https://in.linkedin.com/jobs/view/backend-engineer-at-igloo-4412888837?position=47&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=EGmTUMyB9pVcNsOrhzGPdQ%3D%3D,Backend Engineer,https://in.linkedin.com/jobs/view/backend-engineer-at-igloo-4412888837?position=47&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=EGmTUMyB9pVcNsOrhzGPdQ%3D%3D,2026-05-31T14:55:17.755574+00:00
Garmin Hyderabad,https://www.garmin.com/en-IN/careers/?header=minimal,"Hyderabad, Telangana, India",,,recruitment,8,No,Hiring 1 role(s) (17d ago),Yes,No,No,1,17,,,,1,linkedin,hiring_post,,,,,2026-05-14,linkedin,https://in.linkedin.com/jobs/view/nodejs-and-python-developer-at-garmin-hyderabad-4411140369?position=13&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=h9GNASCPOR48SICR6Mx2mQ%3D%3D,Nodejs and Python developer,https://in.linkedin.com/jobs/view/nodejs-and-python-developer-at-garmin-hyderabad-4411140369?position=13&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=h9GNASCPOR48SICR6Mx2mQ%3D%3D,2026-05-31T14:55:17.755602+00:00
Snapmint,https://www.snapmintbusiness.com/,"Gurgaon, Haryana, India",,,recruitment,8,No,Hiring 1 role(s) (13d ago),Yes,No,No,1,13,,,,1,linkedin,hiring_post,,,,,2026-05-18,linkedin,https://in.linkedin.com/jobs/view/sde-i-backend-at-snapmint-4416212901?position=6&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=QoWexQxSVDrJ8LR36oZ2uA%3D%3D,SDE I - Backend,https://in.linkedin.com/jobs/view/sde-i-backend-at-snapmint-4416212901?position=6&pageNum=0&refId=dQXAPtvs9SdZZhCAlKgODw%3D%3D&trackingId=QoWexQxSVDrJ8LR36oZ2uA%3D%3D,2026-05-31T14:55:17.755660+00:00
8club,https://www.8club.co/,"Bengaluru, Karnataka, India",,,recruitment,8,No,Hiring 1 role(s) (17d ago),Yes,No,No,1,17,,,,1,linkedin,hiring_post,,,,,2026-05-14,linkedin,https://in.linkedin.com/jobs/view/junior-frontend-engineer-at-8club-4414535543?position=46&pageNum=0&refId=78Ofwr6JTeBCoZHh0RAzrg%3D%3D&trackingId=CgGUSkW3%2B6jg0XdQrZO%2FNg%3D%3D,Junior Frontend Engineer,https://in.linkedin.com/jobs/view/junior-frontend-engineer-at-8club-4414535543?position=46&pageNum=0&refId=78Ofwr6JTeBCoZHh0RAzrg%3D%3D&trackingId=CgGUSkW3%2B6jg0XdQrZO%2FNg%3D%3D,2026-05-31T14:55:17.755714+00:00
Lyric,https://lyric.ai/,"Hyderabad, Telangana, India",,,recruitment,8,No,Hiring 1 role(s) (11d ago),Yes,No,No,1,11,,,,1,linkedin,hiring_post,,,,,2026-05-20,linkedin,https://in.linkedin.com/jobs/view/artificial-intelligence-engineer-at-lyric-4417032608?position=36&pageNum=0&refId=fzIC5G07jioipotcNLxZNQ%3D%3D&trackingId=uuhQjBT3iCx9BTJneXpEGA%3D%3D,Artificial Intelligence Engineer,https://in.linkedin.com/jobs/view/artificial-intelligence-engineer-at-lyric-4417032608?position=36&pageNum=0&refId=fzIC5G07jioipotcNLxZNQ%3D%3D&trackingId=uuhQjBT3iCx9BTJneXpEGA%3D%3D,2026-05-31T14:55:17.755741+00:00
IBM,,Bengaluru,,,recruitment,8,No,Hiring 1 role(s) (11d ago),Yes,No,No,1,11,,,,1,naukri,hiring_post,,,,,2026-05-20,naukri,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-5-to-8-years-200526935857,Backend Developer,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-5-to-8-years-200526935857,2026-05-31T14:55:17.756905+00:00
National Institute for Smart Government (NISG),,"Bangalore Rural, Bengaluru",,,recruitment,8,No,Hiring 1 role(s) (13d ago),Yes,No,No,1,13,,,,1,naukri,hiring_post,,,,,2026-05-18,naukri,https://www.naukri.com/job-listings-backend-developer-uidai-bengaluru-national-institute-for-smart-government-nisg-bangalore-rural-bengaluru-5-to-8-years-120226014205,"Backend Developer - UIDAI, Bengaluru",https://www.naukri.com/job-listings-backend-developer-uidai-bengaluru-national-institute-for-smart-government-nisg-bangalore-rural-bengaluru-5-to-8-years-120226014205,2026-05-31T14:55:17.757009+00:00
Prasha Sync,,Bengaluru,,,recruitment,8,No,Hiring 1 role(s) (11d ago),Yes,No,No,1,11,,,,1,naukri,hiring_post,,,,,2026-05-20,naukri,https://www.naukri.com/job-listings-backend-developer-prasha-sync-bengaluru-5-to-10-years-200526917371,Backend Developer,https://www.naukri.com/job-listings-backend-developer-prasha-sync-bengaluru-5-to-10-years-200526917371,2026-05-31T14:55:17.757092+00:00
GSPANN,,"Hyderabad, Gurugram, Bengaluru",,,recruitment,8,No,Hiring 1 role(s) (11d ago),Yes,No,No,1,11,,,,1,naukri,hiring_post,,,,,2026-05-20,naukri,https://www.naukri.com/job-listings-sfcc-backend-developer-sfra-is-must-gspann-hyderabad-gurugram-bengaluru-5-to-10-years-200526021544,SFCC Backend Developer - SFRA is must,https://www.naukri.com/job-listings-sfcc-backend-developer-sfra-is-must-gspann-hyderabad-gurugram-bengaluru-5-to-10-years-200526021544,2026-05-31T14:55:17.757117+00:00
Verinite Technologies,,Mumbai,,,recruitment,8,No,Hiring 1 role(s) (11d ago),Yes,No,No,1,11,,,,1,naukri,hiring_post,,,,,2026-05-20,naukri,https://www.naukri.com/job-listings-backend-developer-verinite-mumbai-4-to-8-years-180625500103,Backend Developer,https://www.naukri.com/job-listings-backend-developer-verinite-mumbai-4-to-8-years-180625500103,2026-05-31T14:55:17.758070+00:00
Routematic,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (200d ago),Yes,No,No,1,200,,,,1,naukri,hiring_post,,,,,2025-11-12,naukri,https://www.naukri.com/job-listings-backend-developer-routematic-bengaluru-0-to-3-years-121125500441,backend developer,https://www.naukri.com/job-listings-backend-developer-routematic-bengaluru-0-to-3-years-121125500441,2026-05-31T14:55:17.757168+00:00
Adroit Vantage,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (734d ago),Yes,No,No,1,734,,,,1,naukri,hiring_post,,,,,2024-05-27,naukri,https://www.naukri.com/job-listings-backend-developer-lc-adroit-vantage-bengaluru-5-to-10-years-270524500060,Backend Developer,https://www.naukri.com/job-listings-backend-developer-lc-adroit-vantage-bengaluru-5-to-10-years-270524500060,2026-05-31T14:55:17.757229+00:00
Shervani Tech Hub,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (31d ago),Yes,No,No,1,31,,,,1,naukri,hiring_post,,,,,2026-04-30,naukri,https://www.naukri.com/job-listings-backend-developer-lead-fintech-payments-shervani-tech-hub-bengaluru-8-to-13-years-160226002198,Backend Developer Lead - Fintech & Payments,https://www.naukri.com/job-listings-backend-developer-lead-fintech-payments-shervani-tech-hub-bengaluru-8-to-13-years-160226002198,2026-05-31T14:55:17.757256+00:00
Genworks Health,,Bengaluru(Whitefield),,,recruitment,0,No,Hiring 1 role(s) (31d ago),Yes,No,No,1,31,,,,1,naukri,hiring_post,,,,,2026-04-30,naukri,https://www.naukri.com/job-listings-backend-developer-genworks-health-bengaluru-3-to-8-years-300426024761,Backend Developer,https://www.naukri.com/job-listings-backend-developer-genworks-health-bengaluru-3-to-8-years-300426024761,2026-05-31T14:55:17.757282+00:00
